ID,sid,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
DDM/AMOEBA/BAR,44,0.8788344554010158,0.45568427094638053,1.5573527738799344,0.7175,0.36418043960693014,1.3632155656149112,0.09500000000000003,-0.7169451796331692,0.8360869562462105,0.7787618575992215,0.19859687215119054,0.9842920414782939,0.9748471151289549,0.42866737365883206,1.3791153894139532,0.7857142857142856,0.23809523809523814,1.0
ATM/GAFF2-AM1BCC/TIP3P/HREM,37,1.5858593884704912,1.1014487772381678,3.9571182961000204,1.245,0.8719353256466452,3.426788145346273,-0.38749999999999984,-2.334130502113036,1.8333106378635822,0.8778192651518828,0.13987661112099645,0.9775327789035013,1.6707081449968981,0.4643012760282667,3.032513166880597,0.7142857142857142,0.0,1.0
PMF/GAFF2-AM1BCC/TIP3P/MD-US,38,1.5915204993967247,1.1315463066041893,4.020691030903676,1.3087499999999999,0.8819832524119262,3.5321309881642753,-0.15625000000000022,-2.1664512576044936,2.0345061410308465,0.7858987198831838,0.05657724677656678,0.9655770959859328,1.514353452096073,0.3017099215629053,2.9689512206818045,0.7142857142857142,-0.08333333333333336,1.0
AM1BCC/MMPBSA/TIP4PEW/MD_NR3,42,1.9831067797776298,1.1489876389931128,3.279551861011427,1.6862500000000002,0.9087556885270089,2.956488637110674,0.7687499999999999,-0.8233389567085126,2.351436322549015,0.002385909675781192,0.0002529917520059068,0.8270511821272687,0.023513250022157095,-0.747515956599341,0.6996531391633837,0.181848241863327,-0.76,0.8181818181818181
AM1BCC/MMPBSA/TIP4PEW/MD,43,2.0535609316501913,1.1986870970852859,3.297852701929609,1.6487499999999997,0.905291111589391,2.9663810559354276,1.04625,-0.5210899667386233,2.5666992414283083,0.017035830149695806,0.00030055072854863734,0.8493331257630825,0.06299742976158829,-0.6608742075912403,0.7507456825024389,0.181848241863327,-0.7142857142857143,0.8333333333333335
AM1BCC/MMPBSA/TIP4PEW/MD_NR2,41,2.1025549933354895,1.197110610514762,3.4286343052760273,1.6912500000000001,0.9316554538219312,3.095745445896191,1.03875,-0.5718352026953897,2.6655770705112714,0.0023859096757812234,0.00027810871541722844,0.8403468343515714,0.02351325002215725,-0.7512924596781021,0.6918516994096668,0.181848241863327,-0.7692307692307694,0.8181818181818181
ML/NNET/CORINA-descriptors-8,39,2.3910902325090118,1.4420052614253622,3.849704910640863,2.16375,1.1551595135327926,3.5081977120183057,0.5812500000000002,-1.4362613804088673,2.5831916675711994,0.5961505886397335,0.0010069139708374032,0.9380321793707538,-0.3505096162368163,-1.126247887496015,0.38448362347334747,-0.6428571428571428,-1.0,0.5652173913043479
SILCS/LGFE/TIP3P/GCMC-MD,36,2.401640064622507,1.375423452307852,3.7535563076054412,2.1,1.1209342426897946,3.3775636419533974,-0.24250000000000016,-2.172803887290657,1.7030534678609142,0.25660978693313197,0.0006647364007478706,0.8913985268689829,-0.3166312151023663,-1.0463432368112877,0.46840828513133886,-0.2857142857142857,-1.0,0.5652173913043479
SILCS/LGFE/TIP3P/GCMC-MD_NR,35,2.5114288761579533,1.3396044383485215,4.504233708428153,1.8124999999999998,1.0186520008509836,3.9004589480508884,-1.6875,-3.6593362131105898,0.2597964656808056,0.0003825719104582274,0.0003368844049298746,0.8834300410077238,-0.008933794203669241,-1.0738070347888535,0.923664004376028,0.07142857142857142,-0.8260869565217392,0.8333333333333335
APR/OPENFF1.2.0-AM1BCC/TIP3P/US/TI,48,2.9677769457962975,1.2742788183073746,4.800354525256125,2.2350000000000003,0.9920961771452685,4.067009192803223,-0.7574999999999998,-3.0916731825675976,1.358610588798637,0.4804404550175996,0.08646748882439038,0.9360659818650381,1.5541301072409817,0.42901386814669396,3.4414238792069467,0.4999999999999999,-0.0909090909090909,0.9199999999999999
APR/OPENFF1.2.0-AM1BCC/TIP3P/US/MBAR,49,2.9843738874343475,1.3094194589014263,4.86283000592861,2.23625,1.017773634674152,4.072528963350379,-0.8287499999999998,-3.135466953559651,1.242455144185457,0.476191928004963,0.08579559699017815,0.922358574263947,1.5430514933971458,0.39402164371287823,3.4758336449067158,0.4999999999999999,-0.08333333333333336,0.9166666666666669
APR/GAFF2-AM1BCC/TIP3P/US/MBAR,51,3.240277765871315,1.2658774417411713,5.2928090489014865,2.2950000000000004,0.9721885368638531,4.368735981456856,-1.4949999999999997,-3.8236646670653003,0.6196390696210918,0.34796758578811227,0.021309696065045798,0.896658176565598,1.238252237879996,0.0705661728594445,3.23655944945689,0.42857142857142855,-0.27999999999999997,0.8400000000000001
APR/GAFF2-AM1BCC/TIP3P/US/TI,50,3.311553638399958,1.4122376412135573,5.302022619455785,2.4712500000000004,1.1094893371476477,4.44914811307961,-1.2887499999999998,-3.6754170297143274,0.9610611821435892,0.2613556482688982,0.003843666842930182,0.8715929994321168,1.0793716210227773,-0.11186670823058734,3.2382172830693308,0.2857142857142857,-0.3636363636363636,0.8333333333333335
LiGaMD/GAFF2/RESP/TIP4P/Sampling,47,4.481612433042375,1.4642474534477936,6.768229912606068,3.0675,1.1047597863369647,5.663314226291655,1.7199999999999998,-1.0982694224830092,4.788237788578801,8.61324800257494e-05,0.00015081460679145599,0.7648396191690857,-0.020814499689799038,-1.7839656733440599,1.9202366679952994,0.07142857142857142,-0.6666666666666669,0.7500000000000001
